FILENAME,0dB,-5dB,Demucs
1_124_plus_3-157615-A-10_-5dB.wav,0.3998,0.2317,0.3903
1_289_plus_2-82367-A-10_-5dB.wav,0.4839,0.3642,0.4175
1_308_plus_4-160999-A-10_-5dB.wav,0.1948,0.1697,0.2494
1_376_plus_2-73027-A-10_-5dB.wav,0.2171,0.2135,0.2645
1_382_plus_3-140774-A-10_-5dB.wav,0.4363,0.3573,0.4224
1_40_plus_5-188655-A-10_-5dB.wav,0.2628,0.2201,0.1897
1_415_plus_1-56311-A-10_-5dB.wav,0.3992,0.3283,0.3367
1_459_plus_1-63871-A-10_-5dB.wav,0.4735,0.3828,0.3170
1_490_plus_1-29561-A-10_-5dB.wav,0.2783,0.2111,0.2936
1_92_plus_3-132852-A-10_-5dB.wav,0.9140,0.7478,0.6028
